run_details,runtime
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_041,"(0.0005059242248535156, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_042,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_043,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_044,"(0.0005598068237304688, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_045,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_046,"(0.0005190372467041016, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_047,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_048,"(0.0006184577941894531, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000075_sim_049,"(0.0005619525909423828, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_000,"(0.0007135868072509766, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_001,"(0.0005946159362792969, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_002,"(0.0005807876586914062, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_003,"(0.0007009506225585938, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_004,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_005,"(0.0007882118225097656, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_006,"(0.0006191730499267578, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_007,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_008,"(0.0007138252258300781, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_009,"(0.0005872249603271484, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_010,"(0.0006573200225830078, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_011,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_012,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_013,"(0.0007531642913818359, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_014,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_015,"(0.0006787776947021484, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_016,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_017,"(0.0006475448608398438, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_018,"(0.0006899833679199219, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_019,"(0.0006411075592041016, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_020,"(0.0006415843963623047, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_021,"(0.0006730556488037109, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_022,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_023,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_024,"(0.0014233589172363281, 0.6473681168452472)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_025,"(0.0006811618804931641, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_026,"(0.0007340908050537109, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_027,"(0.00066375732421875, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_028,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_029,"(0.0005917549133300781, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_030,"(0.0006449222564697266, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_031,"(0.0006659030914306641, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_032,"(0.0007169246673583984, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_033,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_034,"(0.0006222724914550781, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_035,"(0.0007495880126953125, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_036,"(0.0006120204925537109, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_037,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_038,"(0.0007493495941162109, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_039,"(0.0005753040313720703, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_040,"(0.0006389617919921875, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_041,"(0.0007355213165283203, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_042,"(0.0013952255249023438, 1.2155203449762328)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_043,"(0.000644683837890625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_044,"(0.0007340908050537109, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_045,"(0.0006740093231201172, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_046,"(0.0007181167602539062, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_047,"(0.0006854534149169922, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_048,"(0.0005919933319091797, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000100_sim_049,"(0.0006973743438720703, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_000,"(0.0007219314575195312, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_001,"(0.0006732940673828125, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_002,"(0.0007090568542480469, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_003,"(0.0007939338684082031, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_004,"(0.0007183551788330078, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_005,"(0.0006854534149169922, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_006,"(0.0007357597351074219, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_007,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_008,"(0.0006859302520751953, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_009,"(0.0007543563842773438, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_010,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_011,"(0.0006439685821533203, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_012,"(0.0007622241973876953, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_013,"(0.0008275508880615234, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_014,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_015,"(0.0008473396301269531, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_016,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_017,"(0.0006611347198486328, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_018,"(0.0007545948028564453, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_019,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_020,"(0.0006642341613769531, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_021,"(0.0008327960968017578, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_022,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_023,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_024,"(0.0007317066192626953, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_025,"(0.0007789134979248047, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_026,"(0.0007483959197998047, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_027,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_028,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_029,"(0.0007467269897460938, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_030,"(0.0007023811340332031, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_031,"(0.0007250308990478516, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_032,"(0.0006587505340576172, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_033,"(0.0006270408630371094, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_034,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_035,"(0.0006594657897949219, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_036,"(0.0006992816925048828, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_037,"(0.0007612705230712891, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_038,"(0.0007123947143554688, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_039,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_040,"(0.0007460117340087891, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_041,"(0.0006668567657470703, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_042,"(0.0007693767547607422, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_043,"(0.0007750988006591797, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_044,"(0.0006659030914306641, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_045,"(0.0006878376007080078, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_046,"(0.0007145404815673828, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_047,"(0.0006663799285888672, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_048,"(0.0007338523864746094, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000150_sim_049,"(0.0006508827209472656, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_000,"(0.0008401870727539062, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_001,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_002,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_003,"(0.0008273124694824219, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_004,"(0.0008609294891357422, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_005,"(0.0006804466247558594, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_006,"(0.0008635520935058594, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_007,"(0.0009222030639648438, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_008,"(0.0006785392761230469, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_009,"(0.0008072853088378906, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_010,"(0.0009636878967285156, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_011,"(0.0008645057678222656, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_012,"(0.000885009765625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_013,"(0.0008692741394042969, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_014,"(0.0009143352508544922, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_015,"(0.0009472370147705078, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_016,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_017,"(0.0008041858673095703, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_018,"(0.0008208751678466797, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_019,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_020,"(0.0008280277252197266, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_021,"(0.0008900165557861328, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_022,"(0.0009248256683349609, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_023,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_024,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_025,"(0.0007758140563964844, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_026,"(0.0006823539733886719, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_027,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_028,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_029,"(0.0008678436279296875, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_030,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_031,"(0.0008261203765869141, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_032,"(0.0008230209350585938, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_033,"(0.0009090900421142578, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_034,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_035,"(0.0006687641143798828, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_036,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_037,"(0.0008745193481445312, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_038,"(0.0008189678192138672, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_039,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_040,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_041,"(0.0008628368377685547, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_042,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_043,"(0.0008728504180908203, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_044,"(0.0008351802825927734, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_045,"(0.0008294582366943359, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_046,"(0.000675201416015625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_047,"(0.0007905960083007812, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_048,"(0.0008575916290283203, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000200_sim_049,"(0.000827789306640625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_000,"(0.0008876323699951172, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_001,"(0.0008215904235839844, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_002,"(0.0006656646728515625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_003,"(0.0009467601776123047, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_004,"(0.0009291172027587891, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_005,"(0.0009396076202392578, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_006,"(0.0009398460388183594, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_007,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_008,"(0.0009980201721191406, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_009,"(0.001031637191772461, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_010,"(0.0008134841918945312, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_011,"(0.0010116100311279297, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_012,"(0.0009856224060058594, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_013,"(0.0009059906005859375, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_014,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_015,"(0.0009250640869140625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_016,"(0.0011098384857177734, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_017,"(0.0009367465972900391, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_018,"(0.0009660720825195312, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_019,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_020,"(0.0009367465972900391, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_021,"(0.001018524169921875, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_022,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_023,"(0.0011737346649169922, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_024,"(0.000926971435546875, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_025,"(0.0009219646453857422, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_026,"(0.0009717941284179688, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_027,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_028,"(0.00119781494140625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_029,"(0.0010116100311279297, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_030,"(0.0007889270782470703, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_031,"(0.0009129047393798828, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_032,"(0.0009400844573974609, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_033,"(0.0010004043579101562, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_034,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_035,"(0.0009860992431640625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_036,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_037,"(0.0009276866912841797, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_038,"(0.0009627342224121094, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_039,"(0.0007090568542480469, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_040,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_041,"(0.0009911060333251953, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_042,"(0.0009188652038574219, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_043,"(0.0008862018585205078, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_044,"(0.0009622573852539062, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_045,"(0.0009517669677734375, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_046,"(0.0009818077087402344, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_047,"(0.0009272098541259766, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_048,"(0.0009355545043945312, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_049,"(0.0009500980377197266, 0)"
